variance of Wavelet,skewness of Wavelet,curtosis of Wavelet,entropy,shap0,shap1,shap2,shap3,label
-6.2815,6.6651,0.52581,-7.0107,7.7807016,-2.0386834,0.56062293,-0.094158545,1
-2.3211,3.1660000000000004,-1.0002,-2.7151,4.8179674,1.2137977,2.5732033,-0.1011098,1
-1.3414,-2.0776,2.8093,0.60688,4.64749,2.5105197,0.108181186,0.23566768,1
-2.258,-9.3263,9.3727,-0.85949,5.4027877,3.3822708,-2.007638,-0.20526311,1
-3.8858,-12.8461,12.7957,-3.1353,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-1.8969,-6.7893,5.2761,-0.32544,5.34792,3.1579578,-1.4114637,-0.21146575,1
-0.52645,-0.2483199999999999,-0.45613,0.41938,3.0812979,1.6235845,2.8949583,0.35487646,1
0.009661,3.5612,-4.407,-4.4103,1.5479993,1.577271,4.6693983,-0.20130976,1
-3.8826,4.898,-0.92311,-5.0801,5.439983,0.6504396,2.3396347,-0.07829252,1
-2.1405,-0.16762,1.321,-0.20906,5.5105405,1.3041768,0.88783497,-0.2626526,1
-2.4824,-7.3046,6.839,-0.59053,5.6975718,3.3710058,-1.9754609,-0.18244582,1
-2.9098,-10.0712,8.4156,-1.9948,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-0.60975,-4.002,1.8471,0.6017,3.12665,2.4155827,0.555317,0.42124015,1
0.83625,1.1071,-2.4706,-0.062945,-0.72739303,1.3817472,4.850158,-0.04311186,1
0.60731,3.9544,-4.772,-4.4853,-0.34452942,1.1965086,6.124634,-0.2372558,1
-4.8861,7.0542,-0.17252,-6.959,7.4212317,-2.1567822,1.2525449,-0.06623917,1
-3.1366,0.42212,2.6225,-0.064238,5.8706326,0.3270504,-0.31229916,-0.070566826,1
-2.5754,-5.6574,6.103,0.6521399999999999,5.4903665,3.0967922,-1.2987351,0.16179797,1
-1.8782,-6.5865,4.8486,-0.021566,5.268812,3.1613257,-1.4209843,-0.028995942,1
0.24261,0.57318,-1.9402,0.4400699999999999,2.0697355,1.585062,4.027692,0.22597452,1
1.296,4.2855,-4.8457,-2.9013,-1.1949366,0.6108052,6.4360423,-0.19689135,1
0.25943,5.0097,-5.0394,-6.3862,0.7072196,-0.1418947,4.6267357,-0.19283815,1
-5.872999999999999,9.1752,-0.27448,-6.0422,7.3942637,-3.7448282,0.91607136,-0.059970904,1
-3.4605,2.6901,0.16165,-1.0224,5.420005,0.9843491,2.3390765,-0.2009329,1
-2.3797,-1.4402,1.1273,0.16076,5.3118157,2.1947653,1.2239037,0.096230984,1
-1.2424,-1.7175,-0.52553,-0.21036,4.127317,2.0118504,2.3852096,-0.28753382,1
0.2021599999999999,1.9182,-3.2828,-0.61768,1.9022266,1.5651019,4.3022118,-0.32259768,1
0.59823,3.5012,-3.9795,-1.7841,0.31528908,1.4588528,5.1582127,-0.35854375,1
-0.77995,3.2322,-3.282,-3.1004,3.3181849,1.242374,3.5982087,-0.15810128,1
-4.1409,3.4619,-0.47841,-3.8879,5.471217,0.7879808,2.5080073,-0.07829252,1
-6.5084,8.7696,0.2319099999999999,-3.937,7.575166,-3.5013142,0.5374696,-0.087154865,1
-4.4996,3.4288,0.56265,-1.1672,6.364294,0.23423448,1.3749372,-0.2694997,1
-3.3125,0.10139,0.55323,-0.2957,5.869833,0.81989354,1.3765215,-0.2694997,1
-1.9423,0.3766,-1.2898,-0.82458,4.703993,1.2820722,2.679794,-0.22239771,1
-0.75793,2.5349,-3.0464,-1.2629,3.3347087,1.2172464,3.5816853,-0.2793892,1
-0.95403,1.9824,-2.3163,-1.1957,3.3558779,1.2066617,3.5711005,-0.2793892,1
-2.2173,1.4671,-0.7268899999999999,-1.1724,4.8179674,1.1886702,2.5732033,-0.22239771,1
-2.799,1.9679,-0.42357,-2.1125,5.2279553,1.0362377,2.503012,-0.07829252,1
-1.8629,-0.84841,2.5377,0.097399,5.104464,1.9953521,-0.010446738,-0.00845864,1
-3.5916,-6.2285,10.2389,-1.1543,5.905057,3.1161969,-1.9826461,-0.18244582,1
-5.1216,-5.3118,10.3846,-1.0612,6.5134935,2.527267,-2.002153,-0.18244582,1
-3.2854,4.0372,-0.45356,-1.8228,5.240909,0.9852027,2.5159657,-0.19958043,1
-0.56877,1.4174,-1.4252,-1.1246,3.0117028,1.1493742,3.013888,-0.3884223,1
-2.3518,-4.8359,6.6479,-0.060358,5.4432173,3.0414023,-1.650088,-0.06031131,1
-4.4861,-13.2889,17.3087,-3.2194,6.4607553,2.7023726,-1.9491223,-0.13436568,1
-4.3876,-7.7267,11.9655,-1.4543,6.3976026,2.8136055,-1.9491223,-0.18244582,1
-3.3604,-0.32696,2.1324,0.6017,5.6805553,1.152173,0.245368,0.12638974,1
-1.0112,2.9984,-1.1664,-1.6185,4.024565,1.1631091,2.9742634,-0.30768728,1
0.030219,-1.0512,1.4024,0.77369,1.448005,2.3744478,0.68296367,0.9951536,1
-1.6514,-8.4985,9.1122,1.2379,4.4813795,3.5102913,-2.1701562,0.27191964,1
-3.2692,-12.7406,15.5573,-0.14182,5.9524236,3.2316642,-1.9381806,-0.16626754,1
-2.5701,-6.8452,8.9999,2.1353,5.253595,3.3990154,-1.9788281,0.23688772,1
-1.3066,0.25244,0.7623,1.7758,4.0799646,0.6208493,0.9684727,0.35911933,1
-1.6637,3.2881,-2.2701,-2.2224,3.8607173,1.2242384,3.3234336,-0.11923659,1
-0.55008,2.8659,-1.6488,-2.4319,2.9691842,1.2248218,3.5532062,-0.19932236,1
0.21431,-0.69529,0.8771100000000001,0.29653,1.0748808,2.1628768,0.38017493,0.35585845,1
-0.77288,-7.4473,6.492000000000001,0.36119,4.0643296,3.3632395,-2.055322,0.1557743,1
-1.8391,-9.0883,9.2416,-0.10432,5.118963,3.4305522,-2.063972,-0.044936102,1
-0.63298,-5.1277,4.5624,1.4797,3.050349,3.0864518,-1.591205,0.5660774,1
0.004055,0.62905,-0.6412100000000001,0.75817,2.1393266,1.519583,3.1218212,0.43905824,1
-0.28696,3.1784,-3.5767,-3.1896,1.8690952,1.5583835,4.3322835,-0.20760135,1
-5.2406,6.6258,-0.19908,-6.8607,7.625553,-2.1698008,1.2832471,-0.06623917,1
-1.4446,2.1438,-0.47241,-1.6677,4.2854705,1.1658067,2.9277332,-0.26494876,1
-0.65767,-2.8018,3.7115,0.99739,3.8157287,2.18043,-0.8287851,0.38524395,1
-1.5449,-10.1498,9.6152,-1.2332,4.8571334,3.4801023,-2.125375,-0.21563593,1
-2.8957,-12.0205,11.9149,-2.7552,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-0.81479,-5.7381,4.3919,0.3211,4.450896,3.2313359,-1.3182626,0.18803118,1
0.50225,0.65388,-1.1793,0.39998,0.6712047,1.2880659,3.0807269,1.0981843,1
0.74521,3.6357,-4.4044,-4.1414,0.042303264,1.3822876,5.441242,-0.23725583,1
-2.9146,4.0537,-0.4569899999999999,-4.0327,5.240909,1.0103303,2.5159657,-0.07829252,1
-1.3907,-1.3781,2.3055,-0.021566,4.7529416,2.1106372,-0.04905242,-0.028399717,1
-1.786,-8.1157,7.0858,-1.2112,5.1369386,3.4737656,-2.0620441,-0.20526311,1
-1.7322,-9.2828,7.718999999999999,-1.7168,4.8881264,3.4435923,-2.1198575,-0.21563593,1
0.55298,-3.4619,1.7048,1.1008,-0.0891137,2.2203386,0.35426837,1.6956404,1
2.031,1.852,-3.0121,0.003003,-5.5786295,0.6945174,2.5603886,0.016904615,0
1.2279,4.0309,-4.6435,-3.9125,-1.0931811,0.9484833,6.562769,-0.19689135,1
-4.2249,6.2699,0.15822,-5.5457,6.6594634,-2.4199347,1.2698416,-0.06759164,1
-2.5346,-0.7739199999999999,3.3602,0.00171,5.4028616,1.5772151,-0.8531701,-0.034246113,1
-1.749,-6.332000000000001,6.0987,0.1426599999999999,5.0626154,3.1770236,-1.3700011,0.08169529,1
-0.539,-5.167000000000001,3.4399,0.052141,3.07457,2.979667,-1.6597215,-0.00066289306,1
1.5631,0.89599,-1.9702,0.65472,-1.2247943,1.2504141,3.591394,0.7487155,1
2.3917,4.5565,-4.9888,-2.8987,-2.9714313,0.2982434,6.588821,-0.13853386,1
0.89512,4.7738,-4.8431,-5.5909,-1.0285603,0.40464687,6.4301343,-0.19689135,1
-5.4808,8.1819,0.27818,-5.0323,7.4415474,-3.4393694,0.34770602,-0.087154865,1
-2.8833,1.7713,0.6894600000000001,-0.4638,5.849335,0.7530694,1.3710612,-0.2694997,1
-1.4174,-2.2535,1.518,0.6198100000000001,4.498817,2.5156455,1.1941779,0.31196424,1
0.4283,-0.94981,-1.0731,0.3211,0.5963329,1.9262773,2.6471891,1.1169735,1
1.5904,2.2121,-3.1183,-0.11725,-0.8636161,1.3216317,4.938771,-0.05352412,1
1.7425,3.6833,-4.0129,-1.7207,-2.365002,0.93499327,4.649288,-0.28232437,1
-0.23356,3.2405,-3.0669,-2.7784,1.8856186,1.5583835,4.3157597,-0.20760135,1
-3.6227,3.9958,-0.35845,-3.9047,5.240909,1.0103303,2.5159657,-0.07829252,1
-6.1536,7.9295,0.61663,-3.2646,7.7093577,-3.0767777,0.25991097,-0.087154865,1
-3.9172,2.6652,0.78886,-0.7819,5.851617,0.59621215,0.81975895,-0.27138928,1
-2.2214,-0.23798,0.56008,0.05602,5.4263754,1.5258231,1.445108,0.017493168,1
-0.49241,0.89392,-1.6283,-0.5685399999999999,3.014281,1.2657458,3.5348403,-0.32061028,1
0.2651699999999999,2.4066,-2.8416,-0.59958,1.9187504,1.5651019,4.2856884,-0.32259768,1
-0.10234,1.8189,-2.2169,-0.56725,1.9780672,1.5559804,4.2478456,-0.33494967,1
-1.6176,1.0926,-0.35502,-0.59958,4.4437523,1.2285151,2.8260148,-0.26276216,1
-1.8448,1.254,0.27218,-1.0728,5.1902914,0.93273175,1.5901381,-0.292317,1
-1.2786,-2.4087,4.5735,0.4762699999999999,4.3240905,2.1491332,-0.85575515,0.2855268,1
-2.902,-7.6563,11.8318,-0.8426799999999999,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-4.3773,-5.5167,10.939,-0.4082,6.291448,2.7493126,-2.002153,-0.18244582,1
-2.0529,3.8385,-0.7954399999999999,-1.2138,4.830921,1.1627628,2.586157,-0.22239771,1
0.18868,0.70148,-0.5118199999999999,0.005589,2.1980162,1.5035405,3.2225552,-0.038268834,1
-1.7279,-6.841,8.9494,0.68058,4.609783,3.4679759,-2.1756272,0.19130197,1
-3.3793,-13.7731,17.9274,-2.0323,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-3.1273,-7.1121,11.3897,-0.083634,5.8568797,3.2316642,-1.9381806,-0.07072358,1
-2.121,-0.0558799999999999,1.949,1.3530000000000002,5.1612334,1.1675243,0.30556667,0.27035478,1
-1.7697,3.4329,-1.2144,-2.3789,4.469396,1.2074854,2.7537453,-0.14147425,1
-0.001285,0.13863,-0.19651,0.008175,2.1797981,1.5035405,3.1555836,-0.038268834,1
-1.682,-6.8121,7.1398,1.3323,4.5123715,3.4737813,-2.164639,0.27191964,1
-3.4917,-12.1736,14.3689,-0.61639,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-3.1158,-8.6289,10.4403,0.97153,5.5170116,3.2587223,-1.9329828,0.23688772,1
-2.0891,-0.48422,1.704,1.7435,5.0312777,1.4895113,1.0924944,0.34979534,1
-1.6936,2.7852,-2.1835,-1.9276,3.924343,1.2208263,3.2380922,-0.2405245,1
-1.2846,3.2715,-1.7671,-3.2608,3.705328,1.2145187,3.2522433,-0.17142378,1
-0.092194,0.39315,-0.32846,-0.13794,2.092851,1.5084077,3.3199062,-0.22051698,1
-1.0292,-6.3879,5.5255,0.79955,4.3321023,3.2642643,-1.3658694,0.38524395,1
-2.2083,-9.1069,8.9991,-0.28406,5.4027877,3.3822708,-2.007638,-0.20526311,1
-1.0744,-6.3113,5.355,0.80472,4.3321023,3.2642643,-1.3658694,0.38524395,1
-0.51003,-0.2359099999999999,0.020273,0.76334,3.0705478,1.5571014,2.5396166,0.43759614,1
-0.36372,3.0439,-3.4816,-2.7836,2.3873384,1.3684155,4.1196756,-0.20295338,1
-6.3979,6.4479,1.0836,-6.6176,7.5828443,-2.2147684,-0.0718648,-0.09604812,1
-2.2501,3.3129,-0.88369,-2.8974,4.8179674,1.2137977,2.5732033,-0.1011098,1
-1.1859,-1.2519,2.2635,0.7723899999999999,4.328115,2.1578832,0.024865244,0.38524395,1
-1.8076,-8.8131,8.7086,-0.2168199999999999,5.1369386,3.4737656,-2.0620441,-0.20526311,1
-3.3863,-12.9889,13.0545,-2.7202,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-1.4106,-7.108,5.6454,0.31335,4.6946125,3.245805,-1.393216,0.13817209,1
-0.21394,-0.68287,0.096532,1.1965,2.199098,1.8464887,2.6166558,0.51035184,1
0.4879699999999999,3.5674,-4.3882,-3.8116,0.58894706,1.588126,5.2511196,-0.23348652,1
-3.8167,5.1401,-0.65063,-5.4306,5.2788415,-0.0742348,2.2047067,-0.07078335,1
-1.9555,0.20692,1.2473,-0.3707,5.2185316,0.8207554,0.88741744,-0.29420656,1
-2.1786,-6.4479,6.0344,-0.2077699999999999,5.576241,3.110628,-1.3636945,-0.21146575,1
-2.3299,-9.9532,8.4756,-1.8733,5.4027877,3.3822708,-2.007638,-0.20526311,1
0.00312,-4.0061,1.7956,0.91722,1.5148973,2.5433908,0.11268154,0.95310205,1
1.3518,1.0595,-2.3437,0.39998,-0.82441175,1.3332869,4.270698,0.30217683,1
1.2309,3.8923,-4.8277,-4.0069,-1.0931811,0.9484833,6.562769,-0.19689135,1
-5.0301,7.5032,-0.13396,-7.5034,7.4227,-2.5917418,1.192671,-0.060277317,1
-3.0799,0.60836,2.7039,-0.23751,5.9983454,0.3236823,-0.30277863,-0.20443188,1
-2.2987,-5.227,5.63,0.91722,5.1467752,3.1138625,-1.3199236,0.2682031,1
-1.239,-6.541,4.8151,-0.033204,4.7470465,3.2775333,-1.3144258,0.021459386,1
0.7589600000000001,0.2917599999999999,-1.6506,0.83834,-0.004164543,1.2746477,3.4627028,1.2983085,1
1.6799,4.2068,-4.5398,-2.3931,-1.5039791,0.6720597,6.647975,-0.16103645,1
0.63655,5.2022,-5.2159,-6.1211,-0.85778224,-1.1259583,5.394742,-0.22878422,1
-6.0598,9.2952,-0.43642,-6.3694,7.369887,-3.7448282,0.94044816,-0.059970904,1
-3.518,2.8763,0.1548,-1.2086,5.420005,0.9843491,2.3390765,-0.2009329,1
-2.0336,-1.4092,1.1582,0.36507,5.0179753,2.2223604,1.2684681,0.21387243,1
-0.69745,-1.7672,-0.34474,-0.12372,4.1282806,2.0298831,2.4530325,-0.09802699,1
0.75108,1.9161,-3.1098,-0.20518,0.08689052,1.4344981,4.874517,-0.35854375,1
0.84546,3.4826,-3.6307,-1.3961,-0.6034875,1.355216,5.0069585,-0.3181793,1
-0.55648,3.2136,-3.3085,-2.7965,2.6198428,1.2447898,3.8692572,-0.18599986,1
-3.6817,3.2239,-0.69347,-3.4004,5.2279553,1.0362377,2.503012,-0.07829252,1
-6.7526,8.8172,-0.061983,-3.725,7.425103,-3.713989,0.8543923,-0.059970904,1
-4.577,3.4515,0.66719,-0.94742,6.349102,0.27280924,1.3515548,-0.2694997,1
-2.9883,0.31245,0.45041,0.068951,5.7577133,0.83818465,1.4547061,-0.039848253,1
-1.4781,0.14277,-1.1622,-0.4857899999999999,4.3086987,1.2353609,2.9277332,-0.26494876,1
-0.46651,2.3383,-2.9812,-1.0431,2.6363664,1.2196623,3.8527334,-0.30728775,1
-0.8734,1.6533,-2.1964,-0.78061,3.4795127,1.2015774,3.4586103,-0.28544962,1
-2.1234,1.1815,-0.55552,-0.81165,4.8411956,1.2582244,2.5732033,-0.22239771,1
-2.3142,2.0838,-0.46813,-1.6767,4.8179674,1.1886702,2.5732033,-0.22239771,1
-1.4233,-0.98912,2.3586,0.39481,4.5953894,2.1323397,0.007326234,0.23566768,1
-3.0866,-6.6362,10.5405,-0.8918200000000001,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-4.7331,-6.1789,11.388,-1.0741,6.404824,2.635937,-2.002153,-0.18244582,1
-2.8829,3.8964,-0.1888,-1.1672,5.265286,0.9852027,2.491589,-0.19958043,1
-0.036127,1.525,-1.4089,-0.76121,2.0866556,1.4718554,3.3783762,-0.4100238,1
-1.7104,-4.7780000000000005,6.2109,0.3974,4.759217,2.750438,-1.0152812,0.20445937,1
-3.8203,-13.0551,16.9583,-2.3052,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-3.7181,-8.5089,12.363,-0.95518,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-2.899,-0.60424,2.6045,1.3776,5.714473,1.1157466,-0.0991259,0.22925091,1
-0.98193,2.7956,-1.2341,-1.5668,4.024565,1.1631091,2.9742634,-0.30768728,1
-0.17296,-1.1816,1.3818,0.7336,1.300065,2.3808174,0.5575366,0.85510796,1
-1.9409,-8.6848,9.155,0.94049,4.779094,3.4576104,-2.0587742,0.2626752,1
-3.5713,-12.4922,14.8881,-0.4702699999999999,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-2.9915,-6.6258,8.6521,1.8198,5.5170116,3.2587223,-1.9329828,0.23688772,1
-1.8483,0.31038,0.77344,1.4189,4.73643,0.83807606,1.0509658,0.3182414,1
-2.2677,3.2964,-2.2563,-2.4642,4.258161,1.2539475,3.0706227,-0.078872144,1
-0.5081600000000001,2.8680000000000003,-1.8108,-2.2612,2.8457649,1.23421,3.6599753,-0.19206028,1
0.14329,-1.0885,1.0039,0.48791,1.1794846,2.3395,0.4429385,0.45335406,1
-0.90784,-7.9026,6.7807,0.34179,4.020959,3.4547398,-2.3635395,0.1557743,1
-2.0042,-9.3676,9.3333,-0.10303,5.347284,3.3832223,-2.016203,-0.044936102,1
-0.93587,-5.1008,4.5367,1.3866,4.3525777,3.2805507,-1.2817762,0.38524395,1
-0.40804,0.54214,-0.52725,0.6586,3.00092,1.2607651,3.0693572,0.342422,1
-0.8172,3.3812,-3.6684,-3.4560000000000004,3.3393545,1.2317892,3.5876238,-0.15810128,1
-4.8392,6.6755,-0.24278,-6.5775,7.4058805,-2.1721334,1.2832471,-0.06623917,1
-1.2792,2.1376,-0.47584,-1.3974,4.068398,1.1658067,2.9277332,-0.30768728,1
-0.66008,-3.2260000000000004,3.8058,1.1836,3.8157287,2.18043,-0.8287851,0.38524395,1
-1.7713,-10.7665,10.2184,-1.0043,4.8881264,3.4435923,-2.1198575,-0.21563593,1
-3.0061,-12.2377,11.9552,-2.1603,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-1.1022,-5.8395,4.5641,0.68705,4.5606866,3.3045547,-1.2536579,0.3046263,1
0.1180599999999999,0.39108,-0.98223,0.42843,2.1269455,1.5144275,3.2543983,0.32401776,1
0.1168599999999999,3.735,-4.4379,-4.3741,1.4173082,1.5410283,4.8363314,-0.20130976,1
-2.7264,3.9213,-0.49212,-3.6371,5.0838985,1.1435844,2.5559165,-0.07829252,1
-1.2369,-1.6906,2.518,0.51636,4.4462957,2.152078,0.012207072,0.2855268,1
-1.8439,-8.6475,7.6796,-0.66682,5.1744666,3.429601,-2.055407,-0.20526311,1
-1.8554,-9.6035,7.7764,-0.97716,5.1744666,3.429601,-2.055407,-0.20526311,1
0.16358,-3.3584,1.3749,1.3569,1.457567,2.476287,0.5715627,0.9951536,1
1.5077,1.9596,-3.0584,-0.12243,-1.0115571,1.3216317,4.791491,-0.20501032,1
0.67886,4.1199,-4.569,-4.1414,-0.44804502,0.7430421,5.9322267,-0.2372558,1
-3.9934,5.8333,0.54723,-4.9379,6.3057723,-1.9896097,0.722103,-0.094158545,1
-2.3898,-0.78427,3.0141,0.76205,5.1882086,1.7622428,-0.25750917,0.24241564,1
-1.7976,-6.7686,6.6753,0.89912,4.807213,3.4254553,-1.8264631,0.2626752,1
-0.70867,-5.5602,4.0483,0.903,4.199747,3.2069237,-1.3288177,0.38524395,1
1.0194,1.1029,-2.3,0.59395,-0.6288471,1.3691261,4.3226933,0.30217683,1
1.7875,4.78,-5.1362,-3.2362,-2.2602336,0.47666538,6.7193995,-0.15016562,1
0.27331,4.8773,-4.9194,-5.8198,0.68336093,0.623785,5.243342,-0.21529327,1
-5.1661,8.0433,0.044265,-4.4983,7.4225445,-3.3957841,0.9125554,-0.059970904,1
-2.7028,1.6327,0.83598,-0.0913929999999999,5.5657344,0.7317207,0.8628754,-0.14793646,1
-1.4904,-2.2183,1.6054,0.89394,4.362693,2.5119622,1.2158079,0.4301418,1
-0.014902,-1.0243,-0.94024,0.64955,1.9798136,2.171511,2.8316913,0.38536394,1
0.88992,2.2638,-3.1046,-0.11855,-0.8159926,1.3574709,4.8434863,-0.20501032,1
1.0637,3.6957,-4.1594,-1.9379,-0.51466596,1.1782945,5.6005483,-0.19689138,1
-0.8471,3.1329,-3.0112,-2.9388,3.3558779,1.2317892,3.5711005,-0.15810128,1
-3.9594,4.0289,-0.35845,-3.8957,5.365188,0.8825275,2.5194895,-0.07829252,1
-5.8818,7.6584,0.5558,-2.9155,7.9430795,-2.4552338,0.43409705,-0.087154865,1
-3.7747,2.5162,0.83341,-0.30993,5.851617,0.59621215,0.81975895,-0.27138928,1
-2.4198,-0.24418,0.7014600000000001,0.4180899999999999,5.3527164,1.5014153,1.4603196,0.20438695,1
-0.83535,0.80494,-1.6411,-0.19225,3.711924,1.2562478,3.2715733,-0.29271168,1
-0.30432,2.6528,-2.7756,-0.65647,1.9644693,1.5332559,4.3157597,-0.32888925,1
-0.60254,1.7237,-2.1501,-0.77027,2.760001,1.214578,3.7402437,-0.31334817,1
-2.1059,1.1815,-0.5332399999999999,-0.82716,4.8411956,1.2582244,2.5732033,-0.22239771,1
-2.0441,1.2271,0.18564,-1.091,5.256812,1.1244136,2.2108753,-0.23465654,1
-1.5621,-2.2121,4.2591,0.2797199999999999,4.6849174,2.1591883,-0.74312085,0.1735493,1
-3.2305,-7.2135,11.6433,-0.94613,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-4.8426,-4.9932,10.4052,-0.53104,6.404824,2.635937,-2.002153,-0.18244582,1
-2.3147,3.6668,-0.6969,-1.2474,4.821188,1.1822298,2.5764234,-0.22239771,1
-0.1171599999999999,0.60422,-0.38587,-0.059065,2.1277206,1.5095209,3.30722,-0.058618516,1
-2.0066,-6.718999999999999,9.0162,0.099985,5.2823973,3.390126,-2.043351,0.04019399,1
-3.6961,-13.6779,17.5795,-2.6181,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-3.6012,-6.5389,10.5234,-0.48967,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-2.6286,0.18002,1.7956,0.97282,5.182601,0.6591119,0.3194335,0.25040236,1
-0.82601,2.9611,-1.2864,-1.4647,4.024565,1.1631091,2.9742634,-0.30768728,1
0.31803,-0.99326,1.0947,0.8861899999999999,1.2665014,2.2836168,0.88977593,1.2406756,1
-1.4454,-8.4385,8.8483,0.96894,4.1775045,3.508632,-2.2825058,0.3031279,1
-3.1423,-13.0365,15.6773,-0.66165,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-2.5373,-6.959,8.8054,1.5289,5.253595,3.3990154,-1.9788281,0.23688772,1
-1.366,0.18416,0.90539,1.5806,4.0799646,0.6208493,0.9684727,0.35911933,1
-1.7064,3.3088,-2.2829,-2.1978,3.8007083,1.2510381,3.350582,-0.11317617,1
-0.41965,2.9094,-1.7859,-2.2069,2.798123,1.2606746,3.679824,-0.19206028,1
0.37637,-0.82358,0.7854300000000001,0.74524,0.102512926,2.0381393,0.49604088,1.6855145,1
-0.55355,-7.9233,6.7156,0.7439399999999999,2.7662046,3.3087838,-2.3621995,0.5236946,1
-1.6001,-9.5828,9.4044,0.081882,4.792034,3.4901369,-2.183995,-0.004742112,1
-0.37013,-5.553999999999999,4.7749,1.547,1.8890337,2.9327743,-2.1499617,0.7558184,1
0.1212599999999999,0.2234699999999999,-0.4732699999999999,0.97024,2.1523042,1.5211294,3.087481,0.45887452,1
-0.27068,3.2674,-3.5562,-3.0888,1.8690952,1.5583835,4.3322835,-0.20760135,1
-5.119,6.6486,-0.049987,-6.5206,7.571756,-2.0543244,1.2215681,-0.06623917,1
-1.3946,2.3134,-0.4449899999999999,-1.4905,4.2854705,1.1658067,2.9277332,-0.26494876,1
-0.6987899999999999,-3.3771,4.1211,1.5043,3.9781713,2.1930969,-0.8287851,0.38524395,1
-1.48,-10.5244,9.9176,-0.5026,4.654739,3.487796,-2.1612566,-0.25101313,1
-2.6649,-12.813,12.6689,-1.9082,5.718183,3.350395,-1.9754609,-0.18244582,1
-0.62684,-6.301,4.7843,1.106,3.050349,3.0864518,-1.591205,0.5660774,1
0.518,0.25865,-0.84085,0.96118,0.6812378,1.2934269,2.9458017,1.2177155,1
0.64376,3.764,-4.4738,-4.0483,-0.2296221,1.1934462,6.0127892,-0.2372558,1
-2.9821,4.1986,-0.5898,-3.9642,5.370592,0.8279307,2.364013,-0.07829252,1
-1.4628,-1.5706,2.4357,0.49826,4.59668,2.1637368,-0.02536178,0.23566768,1
-1.7101,-8.7903,7.9735,-0.45475,4.8881264,3.4435923,-2.1198575,-0.21563593,1
-1.5572,-9.8808,8.1088,-1.0806,4.8571334,3.4801023,-2.125375,-0.21563593,1
0.74428,-3.7723,1.6131,1.5754,-0.53465825,2.1240375,0.2816239,1.8465186,1
2.0177,1.7982,-2.9581,0.2099,-5.6028585,0.6945174,2.5361595,0.065362886,0
1.164,3.913,-4.5544,-3.8672,-0.95705557,0.96317476,6.5562234,-0.19689135,1
-4.3667,6.0692,0.57208,-5.4668,7.0440965,-2.2770889,0.5155758,-0.094158545,1
-2.5919,-1.0553,3.8949,0.77757,5.1055183,1.6975693,-0.8032164,0.24241564,1
-1.8046,-6.8141,6.7019,1.1681,4.7853804,3.522187,-1.9204446,0.2626752,1
-0.71868,-5.7154,3.8298,1.0233,4.199747,3.2069237,-1.3288177,0.38524395,1
1.4378,0.66837,-2.0267,1.0271,-1.193992,1.255775,3.4547992,0.8491472,1
2.1943,4.5503,-4.976,-2.7254,-2.9714313,0.2982434,6.588821,-0.13853386,1
0.7376,4.8525,-4.7986,-5.6659,-0.51510173,0.5010445,5.912192,-0.2372558,1
-5.6370000000000005,8.1261,0.1308099999999999,-5.0142,7.42951,-3.3888187,0.89924175,-0.06058796,1
-3.0193,1.7775,0.73745,-0.45346,5.7993536,0.6777735,1.0006589,-0.2694997,1
-1.6706,-2.09,1.584,0.71162,4.5932574,2.4289925,1.2290168,0.35070157,1
-0.1269,-1.1505,-0.95138,0.57843,2.0033128,2.2000299,2.798773,0.36626446,1
1.2198,2.0982,-3.1954,0.12843,-0.617108,1.3338752,4.579926,0.18569657,1
1.4501,3.6067,-4.0557,-1.5966,-0.62215257,1.222575,5.6232133,-0.3181793,1
-0.40857,3.0977,-2.9607,-2.6892,2.5887244,1.2712544,3.8725827,-0.18599986,1
-3.8952,3.8157,-0.31304,-3.8194,5.240909,1.0103303,2.5159657,-0.07829252,1
-6.3679,8.0102,0.4247,-3.2207,7.664352,-3.15237,0.25991097,-0.087154865,1
-4.1429,2.7749,0.68261,-0.7198399999999999,6.0680947,0.55381596,1.3515548,-0.2694997,1
-2.6864,-0.097265,0.61663,0.0611919999999999,5.62791,1.3135034,1.3737563,-0.008294305,1
-1.0555,0.79459,-1.6968,-0.46768,3.6847234,1.2562478,3.298774,-0.29271168,1
-0.29858,2.4769,-2.9512,-0.66165,1.9644693,1.5332559,4.3157597,-0.32888925,1
-0.49948,1.7734,-2.2469,-0.68104,2.760001,1.214578,3.7402437,-0.31334817,1
-1.9881,0.99945,-0.28562,-0.70044,4.7918186,1.2670797,2.6029208,-0.22239771,1
